Original_Entry_ID,pXC50,SMILES
45140369,5.7921,FC=1C=2N(CC(C2C=CC1)(C)C)[C@H]([C@H](O)CNC)C3=CC(F)=CC=C3
CHEMBL470078,5.67,C=1C=C(C(CN2CCN(CC2)C)C3(O)CCCCC3)C=CC1F
CHEMBL605535,8.12,C=1(C=CC=2NC=C(C2C1)CC[C@@H]3N(CC[C@@H](C3)CC4=CC=CC=C4)C)C#N
CHEMBL1258879,7.59,C1=CC2=CNC(=C2C=C1OCCCCN3CCN(CC3)C4=CC=CC=5C4=C(C=CC5)F)O
44219520,8.50031,ClC=1C=C([C@]23[C@](C2)(CNCC3)CC=4OC=NC4C)C=CC1Cl
CHEMBL136154,7.07,C=1(OC=2C=CC=CC2C1)CN3CCC(CC3)CCOC(C4=CC=C(C=C4)F)C=5C=CC(=CC5)F
44444513,7.050610000000001,N(CC1C(C1)C=2C=3C(C=CC2)=CC=CC3)C
56679647,8.60033,ClC=1C=C([C@]23[C@](C2)(CNCC3)CN4C(=CC=C4)C#N)C=CC1Cl
CHEMBL3216094,8.0,N1(CCCNC(C=2N=C(N(C2C)C3=CC(=CC(=C3)OC)OC)C)=O)CCN(CC1)C=4C(=C(C=CC4)C)C
CHEMBL607546,6.47,C1C2N(C)C([C@H](C(=O)NCCC3=CC=C(C=C3)NC([C@@H]4C5N(C)C(C[C@@H]4C6=CC=C(C=C6)C7=CSC=C7)CC5)=O)[C@H]1C8=CC=C(C=C8)C9=CSC=C9)CC2
56662696,9.60033,ClC=1C=C([C@]23C(C2)(CNCC3)CN4N=CC5=C4C=CC=C5)C=CC1Cl
54757121,5.38426,S1(=O)(=O)N(CC[C@H]2OCCNC2)C=3C(N1C4=C(F)C=C(F)C=C4)=CC=CC3
24857854,7.602060000000001,O=C(N(CC#C)CC#C)[C@@]1([C@@H](C1)CN)C2=CC=3OCCOC3C=C2
CHEMBL520760,7.7,C=1(C=C(CN(C)C)C(=CC1)SC2=CC=C(C=C2)SC)S(N)(=O)=O
49799633,6.4437,ClC=1C=C(C2(OCC(NC2C)(C)C)O)C=CC1Cl
CHEMBL511347,4.73,C1=CC(=CC(C(CN2CCN(CC2)C)C3(CCCCC3)O)=C1)Cl
CHEMBL594788,7.52,C1=C2C(=C3CC(N(CCCC=4C5=C(NC4)C=CC(=C5)F)CC)COC3=C1)C(=O)NCC2
CHEMBL567289,8.0,C1=CC=C2C(=C1)C=C(C=C2)CN(C3CCNCC3)C=4N=CC=CN4
CHEMBL226933,5.44,[C@@H]12CC[C@@H](C[C@H](C=3C=CC(=CC3)C)[C@@H]1C4=NC=C(S4)C5=CC=C(C=C5)OC)N2C
CHEMBL1078039,4.9,C(C=1C=CC(=CC1)SC)C(C)NCC
90655120,7.55284,ClC=1C(CCN2C[C@@H]3[C@@H](N4C5=C3C=CC=C5N(CC4)C)CC2)=CC6=C(NC(O)=C6)C1
CHEMBL2031884,6.52,C=1(C2=CC=C3C(CCN(C3=O)CCN4CCC[C@H]4C)=C2)C=CC(=CC1)C(NCC)=O
CHEMBL147503,6.39,N1(C=2C=C(NC(C=3C=CC(C4=C(C=C(C(N)=N)C=C4)C)=CC3)=O)C=CC2OC)CCN(CC1)C
CHEMBL592029,8.1,C1=C2C(C(NC2)=O)=C3C(OCC(C3)N(CCCC4=CNC5=C4C=C(C=C5)F)CC)=C1
CHEMBL1812740,5.7,C1[C@H]2N([C@@H](C1)C[C@@H]([C@@H]2C(OC3CCC3)=O)C4=CC=C(C=C4)C)C
CHEMBL2326689,6.1,C1C(CN(CC=C1)C)C=2OC3=C(C2)C=CC=C3
CHEMBL1224162,8.1,C1(CCNCC1)(C(C=2C=CC=3NC=CC3C2)=O)CC4=CC=CC=C4
CHEMBL41237,6.64,N1(CCN(CC1)CCOC(C2=CC=C(C=C2)F)C=3C=CC(=CC3)F)C/C=C/C4=CC=C(C=C4)F
CHEMBL1077872,4.71,C(C(C)NC)C=1C=CC(=CC1)SCC
CHEMBL1213673,6.07,C=1(C=C(C(C)(C)C)NC1C)C(=O)NCCCN2CCN(CC2)C=3C(=C(Cl)C=CC3)Cl
CHEMBL495464,7.41,[C@H]1(C=C(Br)Br)[C@@H](C2=CC=C(C=C2)C)C[C@@H]3CC[C@H]1N3C
CHEMBL524188,6.6,[C@H]1([C@@H](C2=CC=C(C=C2)C)C[C@@H]3CC[C@H]1N3C)C=C(Br)Br
45483458,7.09151,ClC=1C=C(N2C(=O)C(SCC2)CC=3C(N4CCNCC4)=CC=CC3)C=CC1Cl
CHEMBL232663,2.98,C1CC(C(OC)=O)C(C=2C=CC(=CC2)C(C)(C)C)=CCC1
CHEMBL1813476,7.87,C1[C@@H]2[C@](CNC2)(C3=CC4=C(C=C3)C=CC=C4)CC1
CHEMBL1813477,6.92,C1[C@H]2[C@@](CNC2)(C3=CC4=C(C=C3)C=CC=C4)CC1
44592120,8.52288,O([C@H]1CCNC1)CC2=CC3=C(C=C2)C=C(C=C3)C#N
CHEMBL508678,5.57,C1=CC=C(C=N1)CCC2CCC(O2)CN
CHEMBL132082,5.99,N12C(C=3C=C(OC)C=CC3C1=NCC2)(C=4C=CC(=CC4)Cl)O
CHEMBL348552,9.17,C1([C@@H](C2=CC=C(C=C2)I)CC3CCC1N(C3)C)C(=O)OC
CHEMBL1762480,5.59,C1=CC(C#N)=C(S[C@@H](C=2C=CC=CC2)CCN)N=C1C
10627068,6.11351,FC1=CC=C(C(OCCN(CCN(CCOC(C2=CC=C(F)C=C2)C3=CC=C(F)C=C3)C)C)C4=CC=C(F)C=C4)C=C1
CHEMBL207837,8.08,C=1(C=CC=CC1)CN(CC(C)C)C2CCNCC2
CHEMBL2037530,6.53,C(CCCCN1CCN(CC1)C=2C=CC=CC2)(=O)C=3SC=4C(N3)=CC=CC4
90665086,8.311580000000001,ClC=1C=C(N2C(=C(N=C2C)C(=O)NCCCN3CCN(CC3)C=4C(=C(C=CC4)C)C)C)C=CC1
CHEMBL808,6.65,C=1(C(=CC(=CC1)Cl)Cl)C(CN2C=NC=C2)OCC3=CC=C(C=C3)Cl
CHEMBL2012101,7.46,C12CCC(C[C@@H](C3=CC=C(C=C3)C4=CC=CS4)[C@@H]1C(=O)OC)O2
45486893,8.52288,FC=1C=C2C=3CC(CN4CCC(OC5=C6OC(O)=NC6=CC=C5)CC4)CCC3NC2=CC1
CHEMBL335423,7.64,C1(C2N(C)C(CC1C3=CC(OC)=C(C=C3)OC)CC2)C(=O)OC
CHEMBL1672014,3.75,C1=CC(=CC=2OCOC12)/C=C(/CC3=CC=C4C(=C3)OCO4)\N(=O)=O
CHEMBL561598,8.9,C=1(C=CC=2NN=CC2C1)N(CC3=CC=CC=C3)C4CCNCC4
CHEMBL379755,6.54,C12CCC(CC3C=4C=CC(NC(CCCCCCCCCCC(=O)OCC13)=O)=CC4)N2C
54577439,7.55284,O=C(NCCCN1CCN(CC1)C=2C(=C(C=CC2)C)C)C=3N=C(N(C3C)C=4C(OC)=CC=CC4)CCC
CHEMBL3216289,8.12,N1(CC(CNC(C=2N=C(N(C2C)C3=CC=CC=C3F)C)=O)O)CCN(CC1)C=4C(=C(C=CC4)C)C
CHEMBL3216079,7.99,N1(C[C@H](CNC(C=2N=C(N(C2C)C3=CC=CC=C3F)C)=O)O)CCN(CC1)C=4C(=C(C=CC4)C)C
54577449,9.124939999999999,FC=1C(N2C(=C(N=C2C)C(=O)NC[C@@H](O)CN3CCN(CC3)C=4C(=C(C=CC4)C)C)C)=CC=CC1
CHEMBL262357,6.58,C=1C(=C(C=CC1)OC)OC2=CC(=NC=C2CNC)C
44592250,6.900010000000001,O1C=2C(N(C3CC3)C(=O)C1)=CC=CC2CCN4CCN(CC4)C5=C6C(N=C(C=C6)C)=CC=C5
CHEMBL198045,6.8,C=12C(=C(OC)C=CC1)CCCC2CN(CCC3=CC(F)=CC=C3)C
CHEMBL1173415,7.8,C1CNC[C@@]2([C@]1(C2)C=3C=CC(=C(C3)Cl)C(F)(F)F)COC
25210876,9.50031,ClC=1C=C(C2([C@H]3[C@@H]2CNC3)CCOC(C)C)C=CC1Cl
CHEMBL596805,9.5,C1NC[C@@H]2[C@H]1[C@]2(C3=CC(=C(C=C3)Cl)Cl)CCOC(C)C
CHEMBL1813482,6.48,C1[C@@H]2[C@](C3=CC(=CC(=C3)Cl)Cl)(CC1)CN(C2)C
44625570,8.10018,FC1=C(O[C@H]([C@H]2CCNC2)C3=CC=CC=C3)C=CC(F)=C1
45279385,7.251810000000001,ClC1=C(N2CCN(CC2)CCCNC(=O)C3=C(NC(=C3)C4=CC=C(Cl)C=C4)C)C=CC=C1Cl
CHEMBL1914692,5.49,[C@@H]1(CC2CCC(N2C)[C@H]1C(NC=3N=C(C=CC3)Br)=O)C4=CC=C(C=C4)Cl
CHEMBL319573,7.89,C12=NO[C@H]([C@@H]1COC=3C2=CC(=C(OC)C3)OC)CN4CCN(CC4)C/C=C/C=5C(F)=CC=CC5
10086952,5.97469,S1C([C@@H](OC2=C3C(=CC=C2)C=C(O)C=C3)CCNC)=CC=C1
44448356,5.744730000000001,S1C=C([C@]2([C@@H](C2)CN)C(=O)N3CCCC=C3)C=C1
CHEMBL479,6.4,N1(C=2C(=CC=C(C2)SC)SC3=C1C=CC=C3)CCC4N(C)CCCC4
CHEMBL40415,7.14,N1(CCN(CC1)CCOC(C2=CC=C(C=C2)F)C=3C=CC(=CC3)F)C/C=C/CC=4C=CC=CC4
90664324,7.481489999999999,ClC1=C(N2CCN(CC2)CCCNC(=O)C=3N=C(N(C3C)C4=CC=C(OC)C=C4)C)C=CC=C1Cl
CHEMBL539564,8.21,[C@H](C=1C=C2C(=CC1)C=CC=C2)([C@H](C=3C=CC=CC3)O)CN
9839972,7.823910000000001,O(C(C1CCNCC1)C2=CC=CC=C2)C=3C=4C(C=CC3)=CC=CC4
10200680,7.823910000000001,S(O)(=O)(=NC=1C=C(CN(C)C)C(OC2=CC=3OCCSC3C=C2)=CC1)C
CHEMBL2314218,10.89,C=1C(=CC=C(C1N)SC2=CC=CC=C2CN(C)C)[123I]
CHEMBL23034,11.0,C1(=C(C=CC(=C1)I)SC=2C(=CC=CC2)CN(C)C)N
CHEMBL565638,7.55,C1=CC=C2C(=C1)C=C(C(N(C3CCNCC3)CCC)=O)C=C2
CHEMBL450907,8.96,C1(CCC(CCN)O1)CCCC2=C(C=CC(=C2)F)OC
CHEMBL2380978,6.59,C=1(C=CC2=C(C1)C(=CN2)C#N)[C@@H]3CCC[C@H]3CNCC
CHEMBL279331,5.66,C12SC(CC1)C[C@@H]([C@@H]2COC(CCC(OC[C@@H]3C4SC(C[C@@H]3C5=CC(=C(C=C5)Cl)Cl)CC4)=O)=O)C=6C=CC(=C(C6)Cl)Cl
CHEMBL559045,7.77,C1CN(C(=O)[C@H]2C(C[C@@H](CC2)N[C@@H](C3=CC=C(C=C3)OC)C)(C)C)CCC1(C=4C=CC=CC4)C=5C=CC=NC5
CHEMBL485385,7.16,C=1C(C(NC2CC2)=O)=C3CC(COC3=C(C1)F)N(CCCC4=CNC5=C4C=C(C=C5)F)C6CCC6
10860718,6.22185,ClC1=CC=C(C2(O)N3[C@@H]4[C@@H](N=C3C5=C2C=CC=C5)CCCC4)C=C1
CHEMBL2037430,5.93,S1C(=NC=2C1=CC=CC2)CCCN3CCN(CC3)C=4C=CC(=CC4)Cl
CHEMBL2332389,5.32,N1(C2=C(CCC3=C1C=CC=C3)C=CC=C2)CCCN(CCOCCOCCN(CCCN4C5=C(CCC6=C4C=CC=C6)C=CC=C5)C)C
CHEMBL604063,7.77,C1=C2C(=C3CC(N(CCCC=4C5=C(NC4)C=CC(=C5)F)C)COC3=C1)C(=O)NCC2
44408756,8.52288,ClC=1C=C([C@@H]2CCC(=NC)C=3C2=CC=C(NS(O)(=O)C)C3)C=CC1Cl
CHEMBL362170,8.15,N1C=C(CCCN(C)C)C=2C1=CC=C(Cl)C2
CHEMBL490417,8.9,N=1C=2C=CC=C(N3CCN(CC3)CCC=4C=CC5=C(C4)NC(CO5)=O)C2C=CC1C
CHEMBL2171415,7.36,C1NCC1C(C2=CC=C(C(=C2)Cl)Cl)OCCC
CHEMBL511756,5.85,C1=CC=C(C=C1)C(OCCN2CCN(CC2)CC(C=3C=CC=CC3)=O)C4=CC=CC=C4
CHEMBL258180,6.37,[C@@]1(C2=CC=C3C(=C2)CCO3)([C@@H](C1)CN)C(N(CC)CC=C)=O
CHEMBL218568,7.4,C1[C@H](C[C@@H](N(C1)CCO)CCCNC(NC2=CC(=CC(C(=O)C)=C2)C(C)=O)=O)CC3=CC=C(C=C3)F
11506733,7.49485,ClC1=CC=C(C2OC(CC2)CN)C=C1
CHEMBL460204,8.7,C(C1OC(CCN)CC1)CCCC2=CC(=CC=C2OC)F
CHEMBL207867,5.76,C1C=2C(=C(C)C=CC2C(CN1C)C3=CC=CC=C3)C
CHEMBL2333635,8.0,C1CN(CCC1(C2=CC=C(C=C2)F)COCC=3N=C(C=C(C3)C(F)(F)F)/C=C/C)C
CHEMBL493058,7.7,C=1C=C(C(SC2=CC=C(C=C2)Cl)=CC1)CN(C)C
46882911,7.823910000000001,ClC1=C(C(=O)N([C@H]2CCNC2)CC(C)C)C=CC=C1F
CHEMBL419240,8.2,N1C=C(CCCNCCOC2=C3C(OCCO3)=CC=C2)C=4C1=CC=C(F)C4
CHEMBL1171260,6.27,C=1C=C(C=C(C1)Cl)[C@@]2(OCC(N([C@H]2C)C)(C)C)O
CHEMBL459644,5.82,C=1C=C(C=CC1Cl)C(CN2CCNCC2)C3(CCCCC3)O
44431736,8.04383,O(C(=O)[C@@H]1[C@@H]2N[C@@H](C[C@H]1C3=CC=C(C=C3)C=C)CC2)C
CHEMBL516507,6.7,C1=CC=C2C(=C1)[C@@H]([C@@](O)(C2)CNC)OC3=CC(=CC=C3C)F
CHEMBL1258200,6.35,C1=CC2=CNC(=C2C(=C1OCCCN3CCN(CC3)C4=CC=CC=5C4=CC(=CC5)F)F)O
CHEMBL486235,5.1,C=1C=C2C(=CC1)[C@H](NCC)C[C@@H]2OC3=CC=CC=C3C
CHEMBL2206531,6.28,C1=CC(=CC(=C1F)F)C2C3=C(CN(C2)C)C=C(C=C3)OC
CHEMBL2432046,7.15,C12[C@H](C3C4C1C5C(C4)C3CC52)NCC6=CC=C(C(=C6)OC)OC
73347825,7.148739999999999,O(C=1C=C(CNC2C3C4C5C3CC6C5CC4C62)C=CC1OC)C
CHEMBL2047566,5.45,C(CCN1CCC(=CC1)CC=2C=CC=CC2)(O)C=3C=C(C(=CC3)OC)OC
CHEMBL494624,7.12,[C@@H]1(C=C(Br)Br)[C@@H](C2=CC=C(C=C2)Cl)C[C@@H]3CC[C@H]1N3C
CHEMBL494626,8.15,[C@H]1(C=C(Br)Br)[C@@H](C2=CC=C(C=C2)Cl)C[C@@H]3CC[C@H]1N3C
CHEMBL199053,8.19,C=1([C@@H]2[C@@H](CN(C)C)C2)C3=C(C=CC(C#N)=C3)N(C1)C
CHEMBL2012114,6.25,C12CCC(C[C@H](C3=CC4=C(N3)C=CC=C4)[C@@H]1C(=O)OC)O2
CHEMBL328631,8.27,C12=NO[C@H]([C@@H]1COC=3C2=CC(=C(OC)C3)OC)CN4CCN(CC4)C/C=C(/C=5C(=CC(=CC5)F)F)\C
CHEMBL1813307,6.14,C1CC[C@@H]2[C@@](CN(C2)C)(C1)C3=CC=CC=C3
CHEMBL516825,7.82,C12NC(CC1)CC(C2C(OCCF)=O)C3=CC(=CC=C3)/C=C/I
CHEMBL462431,9.37,C12NC(CC1)CC(C2C(OCCF)=O)C3=CC(=CC=C3)/C=C\I
CHEMBL605213,7.08,C=1C=C(C=C([C@H](N2C3=C(CC2C)C=CC=C3)[C@H](O)CNC)C1)F
CHEMBL378243,5.78,C12C3C(C=4C=CC(=CC4)NC(CCSCCC(=O)OC3)=O)CC(CC1)N2C
44449625,6.823910000000001,O=C(N(CC)CC=C)[C@@]1([C@@H](C1)CN)C2=CC=3OCOC3C=C2
49863743,5.96497,O(C=1C(N2CCN(CC2)CCCNC(=O)C3=C(N(C(=C3)C4=CC=CC=C4)CCC)C)=CC=CC1)C
CHEMBL1644477,6.97,C1[C@H]2CC[C@@H](C[C@@H]1OC3=CC(=CC=C3)I)N2
16067643,5.34056,O=C1N(C2CC2)C=3C(N1[C@H](CCNC)C4=CC=CC=C4)=CC=CC3
CHEMBL488423,7.14,C1(=CC=C(F)C=C1)CC=2C=C(ON2)[C@@H]3C4N(C(C[C@@H]3C5=CC=C(C=C5)Cl)CC4)C
44408748,8.22185,ClC=1C=C([C@@H]2CC[C@H](NC)C3=C2C=C(S(=O)(=O)N)C=C3)C=CC1Cl
90655121,7.24413,O=C1N2C(=NC(=C1CCN3C[C@@H]4[C@@H](N5C6=C4C=CC=C6N(CC5)C)CC3)C)C=C(C=C2)C
CHEMBL1224095,6.1,C1(C(C=2C=CC=3NC=CC3C2)=O)(CC4=CC=CC=C4)CNC1
CHEMBL1078834,4.68,C(C(C)NCCOC)C=1C=CC(=CC1)SC
10454806,8.30016,FC=1C(CCN2CCN(CC2)C3=C4C(N=C(C=C4)C)=CC=C3)=CC=C5OCC(=O)NC15
CHEMBL1813489,7.31,C1CC[C@H]2[C@@](C1)(CNC2)CC3=CC(=C(C=C3)Cl)Cl
CHEMBL1813488,6.18,C1CC[C@@H]2[C@](CNC2)(CC3=CC(=C(C=C3)Cl)Cl)C1
CHEMBL568103,7.21,N1(CCN(CC1)C=2C3=C(C=CC2)N=C(O)O3)CCCC4CC=5NC6=C(C5CC4)C=C(C=C6)F
CHEMBL1818456,8.7,N1(N=CC=C1C(F)(F)F)C[C@@]23CNCC[C@]2(C4=CC(=C(C=C4)Cl)Cl)C3
CHEMBL487221,7.64,C=1C=C(C(OC=2C=C(C(=CC2)Cl)Cl)=CC1)C(NC)C
CHEMBL1224562,8.2,N1CC(CC2=CC=CC=C2)(C(C=3C=C4C(=CC3)NC=C4)=O)CC1
71727764,8.283999999999999,ClC=1C=C(C(C2CCNCC2)C(OC)=O)C=CC1Cl
CHEMBL338566,5.31,C12C([C@@H](OC(C3=CC=C(C=C3)F)C=4C=CC=CC4)CC(N1C)CC2)C(=O)OC
CHEMBL551876,7.23,C1CN(C(=O)[C@H]2C(C[C@@H](CC2)N[C@H](C)C3=CC=C(C=C3)Cl)(C)C)CCC1(C=4C=CC=CC4)C(N5CCCC5)=O
CHEMBL85882,5.92,C1=C(C=C2C(=C1)C(C3=C(C2)C=CC=C3)CN)Br
CHEMBL2337600,8.7,C1=C(C=CC(=C1)O[C@H](C2=CC=CC=C2)[C@H]3CCNC3)C(F)(F)F
CHEMBL113382,7.26,S(C1=C(C=C(C=C1)Cl)CO)C=2C(CN(C)C)=CC=CC2
CHEMBL549489,6.77,C=1(C#N)C=CC=2NC=C(C2C1)[C@@H]3[C@H](CCC3)CNCC
CHEMBL403956,6.88,C=1C(=C(C=CC1)SC)OC2=CC(=NC=C2CNC)C
CHEMBL1173414,7.8,C1CNC[C@@]2([C@]1(C2)C=3C=CC(=C(C3)C(F)(F)F)Cl)COC
11590382,7.92082,S=1(O)(O)=CCN(CC1)CCCOC2=CC3=C(C(CN(C3)C)C4=CC=C(OC)C=C4)C=C2
44562775,7.4437,FC=1C(=C(O[C@@H]2[C@@](O)(CC=3C2=CC=CC3)CNC)C=CC1)C
CHEMBL257909,8.0,C1=CC(=C(C=C1C(N2CCCN(CC2)C3CC3)=O)CNC)OC=4C=CC(=CC4)Cl
CHEMBL2206530,5.83,C1=CC(=CC=C1)C2C3=C(CN(C2)C)C=C(C=C3)F
CHEMBL2430684,4.86,C1C(C(C(N1)=O)C2=CC(=C(Cl)C=C2)Cl)C=3C=C(Cl)C(Cl)=CC3
CHEMBL126253,5.66,N1C=C(CCCNCCOC2=C3C(C=CC=C3)=CC=C2)C4=C1C=CC=C4
CHEMBL2430695,4.98,N1C(C(C(C1)C=2C=C(C(Cl)=CC2)Cl)C3=CC=CC=C3)=O
CHEMBL449048,7.11,C=1C=C(C(OC2=CC=CC(=C2)Cl)=CC1Cl)CNC
CHEMBL2207484,7.35,N1C=C(C=2C=CC(=CC12)F)C3CCN(CC3)CCC
25150711,7.01323,S1C([C@]2([C@@H](C2)CN)C(=O)N(CC)CC(F)=C)=CC=C1
CHEMBL1224301,4.14,C1=C(C=C2C(=C1)C=C(C(CCNC)N3N=NC(=N3)C)C=C2)F
90664328,7.4318,ClC1=C(N2CCN(CC2)CCCNC(=O)C=3N=C(N(C3C)C=4C(F)=CC=CC4)CCC)C=CC=C1Cl
CHEMBL550779,8.1,N=1C=CC(C(OC2=C(C(=CC=C2)Cl)Cl)C3CCNCC3)=CC1
71455894,5.354480000000001,OC12N(C3C4C5C(C41)C6C2C3C5C6)CC7=CC(OC)=C(OC)C=C7
CHEMBL129053,9.07,C1(=CC=2C(OC)=CC=CC2S1)[C@H]3C[C@H](C)N(CC3)C[C@@H](COC4=C5C(NC(=C5)C)=CC=C4)O
CHEMBL324967,5.02,C1(=C2C(C(O)=CC=C2)=CC=C1)O[C@H](C=3SC=CC3)CCNC
22139473,7.49485,NC1CC(CC1)C=2C=3C(NC2)=CC=C(C3)C#N
71727758,8.04096,ClC=1C=C(C(C2CCNCC2)CSC)C=CC1Cl
CHEMBL1213931,6.65,C1(=C(N(C)C(=C1)C2=CC=CC=C2)C)C(=O)NCCCN3CCN(CC3)C=4C(Br)=CC=CC4
71562478,9.10018,ClC1=C(O[C@@H]([C@@H]2CCNC2)C3=CC=CC=C3)C=CC=C1Cl
CHEMBL2337602,8.0,C1(=CC=CC(=C1Cl)O[C@@H](C2=CC=CC=C2)[C@H]3CCNC3)Cl
CHEMBL362143,6.29,C1=2C(O[C@]3(C1=CC=C4C2OCCO4)CC[C@H](N5CCC(CC6=C(C(F)(F)F)C=CC=C6)CC5)CC3)=O
44393458,6.29243,FC(F)(F)C=1C(CC2CCN(C3CCC4(OC(=O)C=5C4=CC=C6OCCOC56)CC3)CC2)=CC=CC1
CHEMBL1173354,5.34,C=1C=C(C=CC1Cl)[C@@]2(OCC(N[C@H]2C)(C)C)O
CHEMBL544633,8.07,[C@H](C1=C(C=C(C=C1C)C)C)([C@@H](CN(C)C)C=2C=CC=CC2)O
CHEMBL237521,8.77,C=1C=C(C(=CC1Br)CNC)OC2=CC=C(C=C2)SC
CHEMBL236676,7.77,C=1C=C(C(=CC1C#CCCN2CCOCC2)CNC)OC3=CC(=C(C=C3)Cl)C(F)(F)F
CHEMBL305660,6.19,C(OC1CCN(CC1)CCCC(C2=CC=C(C(C)(C)C)C=C2)=O)(C3=CC=CC=C3)C4=CC=CC=C4
CHEMBL471036,8.23,C=1C=C2C=C(C=CC2=CC1)COC3CCNCC3
CHEMBL476839,5.58,C=1(C(OC)=C(OCCF)C=CC1)C(C2CCN(CC2)CCC3=CC=C(C=C3)C)O
44625571,9.10018,ClC1=CC(O[C@@H]([C@@H]2CCNC2)C3=CC=CC=C3)=CC(Cl)=C1
CHEMBL2337607,8.2,C1(=CC(=CC(=C1)O[C@@H](C2=CC=CC=C2)[C@H]3CCNC3)Cl)Cl
CHEMBL1644475,6.06,C1[C@H]2CC[C@@H](C[C@@H]1OC3=C(C=CC=C3)Cl)N2
44449589,7.55284,O=C(N1CCC=2C1=CC=CC2)[C@@]3([C@@H](C3)CN)C4=CC=5OCOC5C=C4
CHEMBL551471,6.46,C1=C(C(C(N(CC2CCC2)[C@@H]3CNCC3)=O)=CC=C1)OCC
CHEMBL2206526,6.99,C1=CC(=CC(=C1C)F)C2C3=C(CN(C2)C)C=CC=C3
CHEMBL3217170,7.75,N1(CCCNC(C=2N=C(N(C2C)C3=CC=CC=C3)C=4C=CC=CC4)=O)CCN(CC1)C=5C(=C(C=CC5)Cl)C
CHEMBL1081302,6.63,C=1C=C(C=CC1)C2=CC(=C(N2CC3=CC=CC=C3)C)C(NCCCN4CCN(CC4)C5=CC(=CC=C5)Cl)=O
CHEMBL1085338,5.03,C1=CC=C2N(C=3C(=CC=CC3)F)S(=O)(=O)N(CCCNC)C2=C1
CHEMBL489195,8.7,N1(CCN(CC1)CCC2=CC=C3OCC(NC3=C2)=O)C4=CC=CC=5C4=CN=C(N5)C
11845817,7.27165,FC1=C2OCC(N(CC3CC3)CCCC=4C=5C(NC4)=CC=C(F)C5)CC2=C(C=C1)C(=O)N
11846187,7.44009,FC1=C2OC[C@@H](N(CC3CC3)CCCC=4C=5C(NC4)=CC=C(F)C5)CC2=C(C=C1)C(=O)N
11845819,7.22403,FC1=C2OC[C@H](N(CC3CC3)CCCC=4C=5C(NC4)=CC=C(F)C5)CC2=C(C=C1)C(=O)N
CHEMBL458488,8.77,[C@H]12CC[C@@H](N1C)C[C@@H]([C@@H]2C(OC)=O)C3=CC=C(C=C3)OCC
CHEMBL288152,6.64,N(C=1N=CC=CC1)(CC=2C=CC(=CC2)OC)CCN3CCN(CC3)C/C=C/C=4C=CC=CC4
CHEMBL317757,5.49,N1(C2CC(CC1CC2)OC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)C
CHEMBL1214597,7.35,C1(=C(N(C)C(=C1)C(C)(C)C)C)C(=O)NCCN2CCN(CC2)C=3C(=C(Cl)C=CC3)Cl
CHEMBL268258,8.42,C=12C(=C(OC)C=CC1)CCC[C@H]2CN(CCC=3C=C4OC=CC4=CC3)C
CHEMBL75342,7.04,C=12C(=C(OC)C=CC1)CCC[C@@H]2CN(CCC3=CC=4OC=CC4C=C3)C
CHEMBL404474,5.36,C(N(C(C1(CC1CN)C2=CC=CC=C2)=O)C3=CC=CC=C3)C
CHEMBL119605,3.58,C=12C(=C(O[C@H](C=3SC=CC3)CCNC)C=CC1)C=CC(=C2O)OC
CHEMBL9831,7.68,C=12C(=C(OC)C=CC1)CCCC2CN(CCC=3C=C4OCOC4=CC3)C
CHEMBL592776,8.4,C=1(C#N)C=CC2=C(C1)C(CCC3N(CCCC3)CC)=CN2
44579538,6.9625699999999995,FC(F)(F)C1=CC(N2CCN(CC2)CCCCN3N=C(N4C=5C(C=C4)=CC=CC5)C=CC3=O)=CC=C1
53326010,5.5734900000000005,O(C1CNC1)C=2C(OC3=CC=CC=C3)=CC=CC2
44393498,7.0362100000000005,ClC1=C(CC2CCN(C3CCC4(OC(=O)C=5C4=CC=C6OCOC56)CC3)CC2)C=C(Cl)C=C1
CHEMBL184252,7.04,C1=2C(O[C@]3(C1=CC=C4C2OCO4)CC[C@H](N5CCC(CC6=C(C=CC(=C6)Cl)Cl)CC5)CC3)=O
CHEMBL1241642,7.9,C1=C(C=2C=CC(C)=NC2C=C1)N3CCN(CC3)CCC4=C5C(=CC=C4)N6C(CO5)=CN=C6
CHEMBL247341,7.96,N([C@H]1CCNC1)(CC2=C(C(=CC=C2)Cl)C)C3CCOCC3
24964879,8.4437,S(C1=CC=C(OC2=C(C=C(C#CCCN3CCN(CCC3)C(C)C)C=C2)CNC)C=C1)C
CHEMBL1762472,5.35,C=1C(=CC(O[C@@H](C2=CC=CC=C2)CCNC)=C(C1)C#N)Cl
CHEMBL173344,9.8,[C@@H]1([C@@H](C=2C=CC(C(=C)C)=CC2)CC3NC1CC3)C(=O)CC
CHEMBL52440,8.84,[C@]123C4=C(C=CC(=C4)OC)C[C@@H]([C@H]1CCCC2)N(CC3)C
CHEMBL2380976,6.7,C=1(C=CC2=C(C1)C(=CN2)C#N)[C@@H]3CCC[C@H]3CN(C)CC
CHEMBL41027,6.69,N(C(=O)CCCCN1CCN(CC1)CCCC2=CC=CC=C2)(CC3=CC=CC=C3)C4=CC=CC=C4
44562624,5.522880000000001,O([C@@H]1[C@@](O)(CC=2C1=CC=CC2)CN)C=3C(=CC=CC3)C
