Original_Entry_ID,pXC50,SMILES
CHEMBL234732,8.14,C=1C=C2C(C=3C=CC(OC)=CC3)CN(C)CC2=CC1OCCCN4CC(CC4)(F)F
CHEMBL1224240,9.7,C1(C(C=2C=CC=3C(N2)=CC=CC3C)=O)(CCC(C)(C)C)CNCC1
71661534,,O=C(O)C1=CC=2C(CCCC#N)=CNC2C=C1
CHEMBL463389,7.18,C=1(C=C2C=CNC2=CC1)C3(CCNC3)CCC
CHEMBL408230,7.0,O1[C@H]([C@H](C2=CC=CC=C2)OC=3C(=C(C=CC3)Cl)Cl)CNCC1
CHEMBL572163,10.17,C=1C=C(C=CC1CCC(=O)O)OC[C@@H](CNC(C)(CC2=CC=C3C(=C2)C=CC=C3)C)O
22615724,5.9431,O(C=1C(N2CCNCC2)=CC=CC1)CC3=CC=CC=C3
CHEMBL260988,6.32,[C@@]1(C2=CC=C3C(=C2)OCO3)([C@@H](C1)CN)C(=O)N(CC)CC
CHEMBL1258762,6.96,C1(=CC2=CNC(=C2C=C1OCCCCN3CCN(CC3)C4=CC=CC=5C4=CC(=CC5)F)O)F
CHEMBL609908,9.38,C=1(C=CC=2NC=C(CCC3N(CCC4=C3C=CC=C4)C)C2C1)C#N
CHEMBL1479,5.09,C=1C2=C(C=NO2)C[C@@]3([C@@H]4[C@@H](CCC31)[C@@H]5CC[C@@]([C@]5(CC4)C)(O)C#C)C
49866033,6.5544,ClC=1C=C(C(N2N=CN=N2)CCN(C)C)C=CC1Cl
CHEMBL3094159,5.31,C1(=CC=C2C(=C1)COC2(C3=CC=C(C=C3)F)CCCN(CC4=CC=C5C(=C4)COC5(CCCN(C)C)C6=CC=C(C=C6)F)C)C#N
24856108,6.25026,FC=1C(OC2=C(C=C(C(=O)N3CCN(C4CC4)CCC3)C=C2)CNC)=CC=CC1
CHEMBL566379,8.4,C(NCCCC1CC=2NC3=C(C2CC1)C=C(C=C3)F)[C@H]4COC=5C6=C(C=CC5O4)NC(C6)=O
10017115,8.98297,S(C=1C(CN(C)C)=CC=CC1)C=2C(N)=CC(=CC2)CF
44449590,7.19382,O=C(N(CC=C)CC#CC)[C@@]1([C@@H](C1)CN)C2=CC=3OCOC3C=C2
CHEMBL430840,6.6,N12C3C(C(C1)=O)[C@H](C[C@H]2CC3)C4=CC=C(C=C4)F
73347526,6.92082,ClC1=CC=C(C(C2CCNCC2)COC)C=C1
25119059,6.5817,S(C1=CC=C(C2CN(CC3=C2C(OC=4C=C(CN5CCCCC5)C=NC4)=CC=C3)C)C=C1)C
CHEMBL249329,7.32,C1(=C2C(C(=CC=C2)C#N)=CC=C1)C3C(C3)CN(C)C
CHEMBL101250,6.83,N12C3C([C@@](C1)(O)C)[C@H](C[C@H]2CC3)C=4C=CC(=CC4)C
CHEMBL461631,6.73,C=1C=C(C(OC=2C=CC(=CC2)C)=CC1Cl)C(NC)C
CHEMBL3216758,6.89,C=1(C(NCCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl)=O)N=C(C)N(C1C)C4=CC=CC=C4
CHEMBL1087743,7.7,N1(CCC(CC1)CC2=CC=3NC(CCC3C=C2)=O)CCOC4=CC(=C(C=C4)F)NS(C)(=O)=O
CHEMBL1214367,6.89,C1(=C(N(C)C(=C1)C=2C=CC(=CC2)Cl)C)C(=O)NCCCN3CCN(C=4C(=C(C=CC4)C)C)CC3
CHEMBL515472,5.66,C=1(C(OC)=C(OCCF)C=CC1)[C@@H](C2CCN(CC2)CCC3=CC=C(C=C3)F)O
44455426,5.45395,FC1=CC=C(CCN2CCC(CC2)C(O)C3=C(OC)C(OCCF)=CC=C3)C=C1
CHEMBL574427,6.59,C=1C(=C(OC=2C=CC(=CC2)F)C=C(C1F)F)C3CCNCC3
CHEMBL391864,7.37,[C@H]12N[C@@H](C[C@H]([C@@H]1C(OC)=O)C=3C=C(C(=CC3)C)F)CC2
CHEMBL1812750,6.96,C1[C@H]2N[C@@H](C1)C[C@H]([C@@H]2C(=O)OC)C3=CC(=C(C=C3)C)F
CHEMBL1079254,4.76,C(C=1C=CC(=CC1)SC)C(NCC=C)C
44592335,9.10018,FC1=CC(N2C[C@H](N(CC2)CCCC3=C4OCC(=O)N(C4=CC=C3)C)C)=C5C(N=C(C=C5)C)=C1
CHEMBL255768,5.44,C1CCC[C@@H]([C@@]1(OCC2CC2)C3=CC=CC(O)=C3)CN(C)C
CHEMBL507723,6.14,C1=CC=CC(CN([C@@H]2CNCC2)C(=O)CCC)=C1C3=CC=CC=C3
24750421,8.85387,S(C1=C(CN(C)C)C=C(OCCCF)C=C1)C2=C(N)C=CC=C2
44444528,7.29243,N1(CC2C(C2)C=3C4=C(C=CC3)C=C(C=C4)C#N)CCCC1
CHEMBL381046,5.77,C12N(C(CC1)CC(=C2)C3=CC=CC=C3C4=CC=CC=C4)C
44568694,8.30103,S(C1=CC=C(CC=2C(CN(C)C)=CC=CC2)C=C1)C
CHEMBL442391,6.41,C1(=CNC=2C1=CC=CN2)C3=CCN(CC3)CCOC4=C5C(N=CC=C5)=CC=C4
CHEMBL2338034,7.9,C1=C(C=CC(=C1F)O[C@@H](C2=CC=CC=C2)[C@H]3CCNC3)Cl
CHEMBL2012078,6.61,C12CCC(C=C(C3=CC=C(C=C3)C4=CC=CO4)C1C(=O)OC)O2
CHEMBL2113003,5.49,N1C=C(CCCN(C)C)C=2C1=CC=C(OCC=3C=CC=CC3)C2
CHEMBL1224467,4.6,C1=C(C=C2C(=C1)C=C(C(CCNC)N3N=NC(=N3)C)C=C2)OC
CHEMBL1080969,7.7,C=1(C=CC=C(C1Cl)Cl)C(=O)N(C(CC)CC)[C@@H]2CNCC2
CHEMBL207807,8.51,C1(CN(CC(C)C)C2CCNCC2)=CC=C(F)C=C1F
CHEMBL490632,6.0,C1(=C(OC)C(OCCF)=CC=C1)C(C2CCN(CC2)CCC3=CC=C(C=C3)C)=O
CHEMBL2206517,6.12,C1=CC(=CC=C1)C2C3=C(CN(C2)C)C=C(C=C3)CC
45271864,5.28316,O=C(N([C@H]1CCNC1)CCC)C2=C(C(C)C)C=CC=C2
CHEMBL1084933,5.7,O=S1(N(CC=2C(N1C3=C(C=CC=C3)F)=CC=CC2)CCCCNC)=O
CHEMBL1644476,6.87,C1[C@H]2CC[C@@H](C[C@@H]1OC3=CC(=CC=C3)Br)N2
CHEMBL1290597,7.6,C1=CC(N2CCN(CC2)CCC3=C4C(=CC=C3C)N(C(CC4)=O)C)=C5C=CC(=NC5=C1)C
CHEMBL1213856,7.64,C1(=C(N(C)C(=C1)C2=CC=CC=C2)C)C(=O)NCCCN3CCN(C=4C(=CC(Cl)=CC4)Cl)CC3
10015606,8.85387,ClC=1C=2NC=C(C3CC(N(C)C)CC3)C2C=CC1
CHEMBL479411,8.0,C1(=CC(CNC)=C(C=C1)SC2=CC=C(C=C2)SC)N=S(C)(O)=O
CHEMBL469947,7.35,[C@]1(C(N(C2CC2)CC=C)=O)([C@H](CN)C1)C=3SC=CC3
44592157,8.30103,N([C@@H]1CCNC1)(CC(C)C)CC2=CC=3C(C=C2)=CC=CC3
CHEMBL139106,8.64,C1(C(OC=2C=3C(=CC=CC3)C=CC2)CCNC)=C(OC)C=CC=C1
CHEMBL294481,8.39,C=1(C=CC=2NC=C(C2C1)[C@H]3CC[C@H](CC3)N4CC5=C(CC4)C=C(C=C5)OC)C#N
9864943,8.38722,O(C1=CC=2CCN(C3CCC(CC3)C=4C=5C(NC4)=CC=C(C5)C#N)CC2C=C1)C
CHEMBL293583,7.13,C=1(C=CC=2NC=C(C2C1)[C@H]3CC[C@@H](CC3)N4CC5=C(CC4)C=C(C=C5)OC)C#N
11276613,7.522880000000001,S(C=1C(CN)=CC=CC1)C=2C(N)=CC(=CC2)C
CHEMBL255196,5.21,C1CCC[C@@H]([C@@]1(OC)C=2C=CC=C(C#N)C2)CN(C)C
CHEMBL288109,6.74,N1(CC2=CC=CC=C2)CCN(CC1)CCOC(C3=CC=C(C=C3)F)C=4C=CC(=CC4)F
44592153,7.522880000000001,S(=O)(=O)(N([C@@H]1CCNC1)CC)C2=CC=3C(C=C2)=CC=CC3
CHEMBL3260334,9.0,C1(=CC(=C(C=C1)OCC2=CC=CC(=C2)Cl)OC3CNC3)Br
CHEMBL14531,10.4,C1(C(C2=CC=C(/C=C\Br)C=C2)CC3NC1CC3)C(=O)OC
44449554,7.113510000000001,OC([C@@]1([C@@H](C1)CN)C2=CC=3OCOC3C=C2)C=4NC=C5C4C=CC=C5
CHEMBL555280,5.96,[C@@H]([C@H](C(C)(C)C)O)(C1=CC=CC=C1)CN
45279383,7.72125,ClC1=CC=C(C=2NC(=C(C(=O)NCCCN3CCN(CC3)C=4C(=C(C=CC4)C)C)C2)C)C=C1
CHEMBL1077883,5.23,C(C(CC)N)C=1C=CC(=CC1)SCC
CHEMBL375685,5.74,[C@@H]12CC[C@@H](C[C@H](C=3C=CC(=CC3)C)[C@@H]1C4=NC=C(S4)C5=CC=C(C=C5)Br)N2C
CHEMBL1224385,4.6,C1=C(C=C2C(=C1)C=C(C(CCNC)N3N=NC=N3)C=C2)OC
CHEMBL526670,5.51,C1=CC=C2C(=C1)[C@@H]([C@H](CNC)OC2)OC3=CC=CC=C3F
44449552,6.85387,O=C(N(CC)CC)[C@@]1([C@@H](C1)CN)C2=CC=3OCCOC3C=C2
CHEMBL219703,5.82,C(C1=CC=C(C=C1)Cl)(CCCCC)C2NCCCC2
45270973,7.823910000000001,O=C(N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3)[C@H]4C(C[C@H](N[C@H](C)C5=CC=C(OC)C=C5)CC4)(C)C
CHEMBL486278,10.21,C=1C=CC(=C2NC(=NC21)O)OC[C@H](CNC(CC3=CC=C(C=C3)OC)(C)C)O
CHEMBL232068,3.96,C1CC=C(C=2C=CC3=C(C2)C=CC=C3)C(C(OC)=O)C1
CHEMBL404729,7.41,[C@]1([C@@H](C1)CN)(C2=CC=C3C(=C2)OCCO3)C(N(CC=C)CC(=C)F)=O
CHEMBL452091,8.37,C=1C=C(C(OC=2C=C(C(=CC2)Cl)C)=CC1Cl)CNC
CHEMBL218193,5.77,C(C1=CC=C(C=C1)C(C)C)(CC(C)C)C2NCCCC2
76322043,6.37469,S1C=2CC[C@H](C2N=C1)C(=O)NC=3C=CC(C[C@H]4N[C@H](CC4)[C@H](O)C5=CC=CN=C5)=CC3
11150726,6.70115,ClC=1C=C(C(=O)C(N2CCCC2)CCC)C=CC1Cl
14973210,6.04096,N1(CCC(C=2C=3C(NC2)=CC=C(C3)C)=CC1)C
CHEMBL126424,7.61,N1C=C(CCCNCCOC2=C3C(NC=C3)=CC=C2)C=4C1=CC=C(F)C4
CHEMBL214335,8.7,C=1C=CC(C(N2CCNCC2)CC=3C=CC=CC3OC)=CC1
CHEMBL559802,6.24,C1=C(C(C(N(CC2CC2)[C@@H]3CNCC3)=O)=CC=C1)C(F)(F)F
44450090,7.1549,ClC1=CC(OC)=C(O[C@H]([C@H]2OCCNC2)C=3C(=CC=CC3)C)C=C1
44452994,5.83268,O(C=1C(C(C)C)=CC=CC1)C=2C(CN(C)C)=CN=C(C2)C
CHEMBL523916,6.79,[C@H]1([C@@H]2N([C@H](C[C@@H]1C=3C=CC(Cl)=CC3)CC2)C)C4=CN(N=N4)CC5=CC=CC=C5
52950060,6.98297,ClC1=C(OCCCN2CCN(CC2)C=3C=4C(C=CC3)=CC=CC4)C=CC=5C1=C(O)NC5
CHEMBL232070,2.65,C1CC=C(C=2C=CC(C(C)(C)C)=CC2)C(C(OC)=O)C1
CHEMBL385359,6.29,C12CCC(CC3C1COC(CCCCCCC(NC=4C=CC3=CC4)=O)=O)N2C
CHEMBL2321993,6.64,C1CCNC[C@@]1(CCO)C=2OC3=C(C2)C=CC=C3
CHEMBL1946257,7.19,C(CCC(=O)C1=NC2=C(S1)C=CC=C2)CN3CCN(C=4C=CC(Cl)=CC4)CCC3
CHEMBL1214304,7.11,C1(=C(N(CCC)C(=C1C)C=2C=CC=CC2)C)C(=O)NCCN3CCN(CC3)C=4C(=C(Cl)C=CC4)Cl
CHEMBL448461,7.71,C=1(C=C(C(OC=2C=C(C(=CC2)Cl)F)=CC1)CNC)F
CHEMBL2347852,8.54,[C@@]1(CCCNCC1)(COCC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C3=CC=CC=C3
CHEMBL2347853,7.59,[C@]1(CCCNCC1)(COCC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C3=CC=CC=C3
11514389,7.744730000000001,O1C(CCC1CN)CCC=2C=3C(C=CC2)=CC=CC3
CHEMBL2012079,6.62,C12CCC(C=C(C3=CC=C(C=C3)C4=CC=CS4)C1C(=O)OC)O2
CHEMBL391829,6.54,C1CN(CCCOC=2C=CC3=C([C@@H]4N(C[C@H]3C=5SC=CN5)CCC4)C2)CCO1
CHEMBL1078510,4.89,C(C(C)NCCO)C=1C=CC(=CC1)SC
9969177,8.30103,S(=O)(=O)(N)C1=CC(CN(C)C)=C(OC2=CC(=C(SC)C=C2)C)C=C1
CHEMBL1681810,7.02,C1CCCCC1(C=2C=CC(=CC2)C(F)(F)F)CN(C)C
CHEMBL2031877,6.41,C1(C2=CC=C3C(CCN(C3=O)CCN4CCCC4)=C2)=CC=C(C(N5CCC[C@@H]5C)=O)C=C1
CHEMBL2031876,6.49,C1(C2=CC=C3C(CCN(C3=O)CCN4CCCC4)=C2)=CC=C(C(N5CCC[C@H]5C)=O)C=C1
CHEMBL209707,7.64,C=1C=CC(C(CCC2=CC=CC=C2)N3CCNCC3)=CC1
45483407,6.56225,FC1=CC=C(COC=2C(C3CCNCC3)=CC=CC2)C=C1
CHEMBL124278,5.61,C12C([C@@H](OC(C3=CC=C(C=C3)Br)C4=CC=C(C=C4)Br)CC(N1C)CC2)C(=O)OC
CHEMBL3216298,7.77,N1(CCN(CC1)C=2C(=C(C=CC2)C)C)CCCNC(C=3N=C(N(C3C)C4=CC=CC=C4Cl)C)=O
49852022,6.1549,ClC1=C(C=C([C@@H]2[C@@H]([C@@H]3N([C@H](C2)CC3)C)C=4ON=C(C4)C=5C=CC=CC5)C=C1)C
CHEMBL1080672,6.39,C=1C=C(C2=CC(=C(N2CC3CCCCC3)C)C(NCCCN4CCN(CC4)C5=C(C(=CC=C5)Cl)Cl)=O)C=CC1
CHEMBL1162,5.62,O=C1CC[C@H]2C(C1)=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]4(O)C#C)C
CHEMBL599608,7.54,C=1C=CC=C(C1)[C@H](N2C3=C(CC2)C=CC=C3)[C@@H](CNC)O
CHEMBL136249,6.79,C(#CC1=CC=CC=C1)CN2CCC(CC2)CCOC(C3=CC=C(C=C3)F)C=4C=CC(=CC4)F
CHEMBL1271984,6.06,N1(CCN(C2=C(C(=CC=C2)Cl)Cl)CC1)CCNC(C3=NC(=NC(=C3)C)SC)=O
45483512,6.73049,ClC=1C=C(OC=2C(C3CCNCC3)=CC=CC2)C=CC1
CHEMBL360575,7.24,N1C=C(CCCN(C)C)C=2C1=CC=CC2
CHEMBL1645601,5.94,C=1(C(=C(OC2=C(C=CC=C2F)C)C=CC1)OC3CNC3)F
11647974,7.24413,FC(F)(F)C1=CC(COCC2(CC(N(C)C)CC2)C3=CC=CC=C3)=CC(=C1)C(F)(F)F
45267145,8.30103,O(C(C1CCNCC1)C2=CC=CN=C2)C3=CC=C(C=C3)CC
CHEMBL208535,8.68,C1(CN(CC(C)C)C2CCNCC2)=CC(=CC=C1Cl)Cl
71562837,8.30016,FC1=C(O[C@@H]([C@@H]2CCNC2)C3=CC=CC=C3)C(F)=C(F)C=C1F
71562836,7.10002,FC1=C(O[C@H]([C@H]2CCNC2)C3=CC=CC=C3)C(F)=C(F)C=C1F
24750422,9.82391,BrC=1C=C(N)C(SC2=C(CN(C)C)C=C(OCCCF)C=C2)=CC1
CHEMBL379333,5.91,C12CCC(CC3C1COC(CCC(CCC(NC4=CC=C3C=C4)=O)=O)=O)N2C
45483089,6.20343,FC1=CC=2N([C@H]([C@H](O)CNC)C3=CC(F)=CC=C3)C=CC2C=C1
57565076,,FC(F)(F)C1=CC(COCC2(CCCC(=O)NCC2)C3=CC=CC=C3)=CC(=C1)C(F)(F)F
44560713,5.30103,O([C@H]1CC[C@@H](NC)C=2C1=CC=CC2)C=3C(=CC=CC3)C
CHEMBL1173752,7.0,C1CNC[C@@]2([C@]1(C2)C3=CC(=C(C=C3)Cl)Cl)C(N)=O
44586281,7.9431,BrC=1C=C2C(CCCN3CCC4=C(C3)C=CC(O[11CH3])=C4)=CNC2=CC1
CHEMBL1644606,6.98,C1[C@@H]2N[C@@H](CC2)C[C@@H]1OC=3C=CC=C(C3)C4=CC=C(C=C4)C#N
11220599,6.08092,BrC=1C=CC(C(=O)C(N2CCCC2)CCC)=CC1
CHEMBL523095,8.0,C1(N2CCN(CC2)CCC3=CC=C4OCC(NC4=C3)=O)=CC=CC=5C1=NC=CC5
CHEMBL1086273,8.7,C=1C=CC(C(N2CCNCC2)CC=3C=CC=C(C3OC)F)=CC1
CHEMBL26320,6.54,C=1C=CC(=CC1)C(C=2C=CC=CC2)OCCN3CCN(CC3)CCCC4=CC=CC=C4
CHEMBL1641622,5.62,C1=CC=C2C(=C1)C[C@@H](CN2C3=CC=C(C(=C3)Cl)Cl)N
53320686,5.593459999999999,ClC=1C=C(N2CC(N)CC=3C2=CC=CC3)C=CC1Cl
CHEMBL3216300,7.09,C=1(C(NCCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl)=O)N=C(N(C4=CC=CC=C4)C1C)CCC
CHEMBL272289,6.94,C1=CC(=C(C=C1C(N2CCCN(CC2)C(C)C)=O)CNC)OC=3C=CC=C(C3)Cl
CHEMBL363328,6.96,C1=2C(O[C@@]3(C1=CC=C4C2OCCO4)CC[C@@H](N5CCC(CC6=C(C=CC(=C6)F)F)CC5)CC3)=O
44393433,6.95861,FC1=C(CC2CCN(C3CCC4(OC(=O)C=5C4=CC=C6OCCOC56)CC3)CC2)C=C(F)C=C1
24742475,6.49485,O=C(N1CCOC=2C1=CC=CC2)[C@@]3([C@@H](C3)CN)C4=CC=5OCOC5C=C4
44587468,5.4437,ClC=1C(O[C@@H]2[C@@H](CSC=3C2=CC=CC3)CNC)=CC=CC1
CHEMBL397065,7.34,C1=C(OCCCN2CCC(CC2)F)C=C3CN(C)CC(C3=C1)C=4C=CC=CC4
CHEMBL322915,6.89,C1(=CNC2=C1C=CC(F)=C2)C3CCN(CC3)CCOC=4C5=C(OCCO5)C=CC4
CHEMBL393701,2.72,C1CC[C@@H]([C@@H](C1)C(OC)=O)C=2C=CC=C(C2)C(F)(F)F
CHEMBL246388,8.1,C1=C(C(OC2=CC=C(C=C2CN(C)C)F)=CC=C1C)N
CHEMBL401069,3.3,C=1C=C(Cl)C(Cl)=CC1C2=CCCC2C(=O)OC(C)C
CHEMBL841,5.93,C(C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4)(N(C)C)=O
71463195,6.913639999999999,N1(CCC(N2C=3C(N=C2)=CC=CC3)CC1)CCC
CHEMBL1083430,4.91,C1=CC=C2N(C=3C=C(C(=CC3)F)F)S(=O)(=O)N(CC[C@H](CNC)O)C2=C1
CHEMBL1082611,4.7,C1=CC=C2N(C=3C=C(C(=CC3)F)F)S(=O)(=O)N(CC[C@@H](CNC)O)C2=C1
CHEMBL403616,7.33,[C@]1(C(=O)N(CCOC)CC=C)([C@H](CN)C1)C=2C=CSC2
CHEMBL513258,7.82,C=1(C=CC2=C(C1)C=CN2)C3(CNCC3)CC4=CC=C(C=C4)F
CHEMBL311964,9.36,C=1(SC=2C=CC=C(C2C1)C)[C@H]3C[C@H](C)N(CC3)C[C@@H](COC4=C5C(NC=C5)=CC=C4)O
CHEMBL576036,8.62,C1=CC=C2C(C=C(CN([C@@H]3CCNC3)C(CC)=O)C=C2)=C1
11544186,8.30103,ClC1=C(CN([C@@H]2CCNC2)C(=O)C(C)C)C=CC=C1Cl
CHEMBL476954,8.05,C=1(C=CC=C(C1Cl)Cl)CN(C(=O)C(C)C)[C@H]2CCNC2
9795056,6.4122900000000005,ClC=1C=C([C@@]2(OCC(N[C@H]2C)(C)C)O)C=CC1
CHEMBL236605,6.6,C=1C(SC)=CC=C(C1)C2CN(C)CC=3C=CC=C(OC4=CC=CC(=C4)CN5CCCCC5)C32
11566229,6.38195,O=C(N([C@H]1CCNC1)CC=2C(C3=CC=CC=C3)=CC=CC2)CC(C)C
CHEMBL379181,6.96,C12CCC(CC3C=4C=CC(N(CCCCCCCCCCCC(=O)OCC13)C)=CC4)N2C
CHEMBL343534,7.35,N1(CCC(CC1)CCOC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)C/C=C/C=4SC=CC4
10362715,9.30103,FC1=CC=2CCCOC2C(OCCNCCCC=3C=4C(NC3)=CC=C(F)C4)=C1
CHEMBL258062,7.96,C1(=CC(CNC)=C(OC=2C(=CC(Cl)=CC2)Cl)C=C1)C(=O)N(C)C
CHEMBL564100,8.05,C1=CC=C(C(OC2=C(C=CC=C2)Cl)C3CCNCC3)C=N1
9957437,8.080919999999999,FC(F)(F)C1=CC=C(OC(CCN(C)C)C2=CC=CC=C2)C=C1
46900614,7.400010000000001,O1C2=C(CCN3CCN(CC3)C4=C5C(N=C(C=C5)C)=CC=C4)C=CC=C2N6C(C1)=C(N=C6)/C(=N/OC)/C
44448357,6.49485,S1C=C([C@]2([C@@H](C2)CN)C(=O)N3CCC=4C(C3)=CC=CC4)C=C1
CHEMBL207374,9.41,C1(CN(CC(C)C)C2CCNCC2)=CC=C(C)C=C1C
CHEMBL511718,6.92,C=1(C=CC(C(C2=CC=C(C=C2)F)OCCN3CCN(CC3)CC(CC4=CC=CC=C4)C)=CC1)F
CHEMBL222705,6.34,C12N(C)C(CC1)C[C@H]([C@@H]2C(OC)=O)C3=CC=C(C=C3)F
CHEMBL2079586,7.2,N1([C@H]2[C@@H](C(=O)OC)[C@H](C[C@H]1CC2)C3=CC=C(C=C3)F)C
CHEMBL1830878,5.99,N1(S(N(C=2C1=CC=CC2)C=3C=CC=CC3)(=O)=O)CC[C@H]4CNCCO4
CHEMBL1830879,5.31,N1(S(N(C=2C1=CC=CC2)C=3C=CC=CC3)(=O)=O)CC[C@@H]4CNCCO4
54756924,5.7508,S1(=O)(=O)N(CCC2OCCNC2)C=3C(N1C4=CC=CC=C4)=CC=CC3
CHEMBL2046455,4.69,[C@H]([C@H](C)N1CCC(=CC1)CC=2C=CC=CC2)(O)C=3C=4C(SC3)=CC=CC4
CHEMBL2047576,5.09,[C@H]([C@@H](C)N1CCC(=CC1)CC=2C=CC=CC2)(O)C=3C=4C(SC3)=CC=CC4
76309752,5.06123,FC1=CC=C(C(NC2C[C@H]3N([C@@H](C2)CC3)C)C4=CC=C(F)C=C4)C=C1
CHEMBL3085019,5.06,C1C[C@H]2N([C@@H]1C[C@@H](C2)NC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)C
44414874,7.42022,N1(C(CC2=CC=NC=C2)C3=CC=CC=C3)CCNCC1
10813109,7.06048,O(CCN1CCC(N(CCCC2=CC=CC=C2)C)CC1)C(C3=CC=CC=C3)C4=CC=CC=C4
CHEMBL397597,6.92,C1CN(CCCOC2=CC=C3C([C@@H]4N(C[C@H]3C=5C=CNN5)CCC4)=C2)CCO1
CHEMBL566001,5.6,C1=CC(=CC=C1Br)C(C(NC(C)(C)C)C)=O
44411542,8.30103,FC(F)(F)C1=C(CN(C2CCNCC2)CCC(O)(C)C)C=CC(F)=C1
44414780,7.92082,ClC1=C(CC(N2CCNCC2)C3=CC=CC=C3)C(Cl)=CC=C1
CHEMBL251377,6.39,C1=CC=2C(=CNC2N=C1)C3C(C3)CN(C)C
CHEMBL197315,7.39,[C@H]1(C=2C=3C(=CC=C(C3)F)NC2)[C@H](CN(C)C)C1
CHEMBL198019,9.17,[C@@H]1(C=2C=3C(=CC=C(C3)F)NC2)[C@@H](CN(C)C)C1
CHEMBL383347,7.0,[C@H]1(C=2C=3C(=CC=C(C3)F)NC2)[C@@H](CN(C)C)C1
CHEMBL196513,7.85,[C@@H]1(C=2C=3C(=CC=C(C3)F)NC2)[C@H](CN(C)C)C1
71560658,5.22185,O(CCN(CCCN1C=2C(CCC=3C1=CC=CC3)=CC=CC2)C)CCN(CCCN4C=5C(CCC=6C4=CC=CC6)=CC=CC5)C
CHEMBL383873,8.25,C12N3C(CC1)CC(C4=CC=C(C=C4)Br)C2C(=C3)CC(OC)=O
CHEMBL42,6.54,N1=C(C=2C(=CC=CC2)NC=3C1=CC(=CC3)Cl)N4CCN(CC4)C
CHEMBL499461,7.19,C=1(C=CC(C2=NN(C(C3C2CC=CC3)=O)CCCCCNCC[C@@H](OC4=CC=C(C=C4)C(F)(F)F)C5=CC=CC=C5)=CC1OC)OC
CHEMBL454507,7.38,C=1(C=CC(C2=NN(C(C3C2CC=CC3)=O)CCCCCNCC[C@H](OC4=CC=C(C=C4)C(F)(F)F)C5=CC=CC=C5)=CC1OC)OC
44405893,5.59007,BrC1=CC=2C(C3(O)CC4N(C(C3)CC4)C)C=5C(C2C=C1)=CC=CC5
CHEMBL597968,8.26,C=1C=C(C=C([C@H](N2C3=C(CC2)C=C(C=C3)C)[C@H](O)CNC)C1)F
CHEMBL2333626,8.4,C1CN(CCC1(C2=CC=C(C=C2)F)COCC=3N=C(C=C(C3)C(F)(F)F)N4CC=CC4)C
44430861,6.11351,N(C1CCC(=CC1)C=2C=3C(NC2)=CC=C(C3)C)(C)C
54577446,8.03152,OC(CN1CCN(CC1)C=2C(=C(C=CC2)C)C)CNC(=O)C=3N=C(N(C3C)C4=CC=5OCCOC5C=C4)CCC
CHEMBL1258084,5.6,C1=CC2=CNC(=C2C(=C1OCCCCN3CCN(CC3)C4=CC=CC=5C4=CC=CC5)F)O
CHEMBL1170210,8.5,N1CCN(C(C1)CC=2C=CC=CC2)C=3C=C(C4=C(C3)C=CN4)Cl
CHEMBL40967,5.58,N1(CCN(CCC2=CC=CC=C2)C)CCN(CC1)CCCC3=CC=CC=C3
CHEMBL202479,6.71,C1CN(C(CCC)C(=O)C=2C=CC(=CC2)I)CC1
CHEMBL498564,5.02,C=1C=C(CCN(CCN2CCCCC2)C)C=CC1OC(F)(F)F
CHEMBL2047570,6.77,C(CCN1CCC(=CC1)CC=2C=CC=CC2)(O)C=3C=4C(SC3)=CC=CC4
CHEMBL488021,8.12,C=1(C=C(C(OC=2C=C(C(=CC2)C)C)=CC1)CNC)F
44414691,7.55284,FC=1C=C(C(N2CCNCC2)CC=3C(OCC)=CC=CC3)C=CC1
44454795,6.19382,O=C(N1CCCCCC1)C2(C(C2)CN)C3=CC=CC=C3
CHEMBL900,6.61,C1(C(C=2C=CC=CC2)OCCN(C)C)=C(C)C=CC=C1
CHEMBL77867,7.17,N1(CCC(CC1)CCOC(C2=CC=C(C=C2)F)C=3C=CC(=CC3)F)CCCC4=CC=CC=C4
CHEMBL421546,6.17,C1(C(=CC2N(C1[C@@H](C2)O)C)C=3C=C4C=CC=CC4=CC3)C(=O)OC
CHEMBL110530,5.23,N1(CC=2C=CC(=CC2)F)CCC(CC1)CCNC(C3=CC=CC=C3)C4=CC=CC=C4
CHEMBL1113,7.74,C1=CC=C2C(N=C(C=3C(=CC=C(C3)Cl)O2)N4CCNCC4)=C1
CHEMBL1914699,7.69,[C@H]1(C2=CC=C(C=C2)Cl)CC3CCC(N3C)[C@H]1CNC=4N=C(C=CC4)F
45279218,7.06048,ClC1=C(N2CCN(CC2)CCNC(=O)C3=C(NC(=C3)C4=CC=CC=C4)C)C=CC=C1Cl
